序号,汉字,声调,拼音,2075北京话音系,UntPhesoca宽,UntPhesoca严,Standard Chinese (Beijing),Standard Chinese (Beijing)严,胡裕树《现代汉语》,黄伯荣、廖序东《现代汉语》,钱乃荣《现代汉语》,吴宗济,赵元任《汉语口语语法》,《汉语方音字汇》
18842,銦,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18843,磤,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18844,緸,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18845,鞇,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18846,諲,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18847,霒,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18848,駰,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18849,噾,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18850,濦,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18851,闉,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18852,霠,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18853,韾,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18854,喑,1,yin,ȋ̞ɹ̩̃˥·,jin˥·,jji̞n̚˥·,jin˥·,jin˥·,in˥·,in˥·,iɪⁿ˥·,jin˥·,jin˥·,in˥·
18855,玪,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18856,伒,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18857,乑,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18858,吟,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18859,犾,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18860,苂,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18861,斦,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18862,泿,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18863,圁,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18864,峾,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18865,烎,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18866,狺,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18867,珢,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18868,粌,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18869,荶,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18870,訔,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18871,唫,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18872,婬,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18873,寅,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18874,崟,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18875,崯,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18876,淫,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18877,訡,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18878,银,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18879,鈝,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18880,滛,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18881,碒,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18882,鄞,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18883,夤,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18884,蔩,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18885,訚,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18886,誾,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18887,銀,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18888,龈,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18889,噖,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18890,殥,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18891,嚚,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18892,檭,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18893,蟫,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18894,霪,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18895,齦,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18896,鷣,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18897,螾,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18898,垠,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18899,璌,2,yin,ȋ̞ɹ̩̃˧˦·,jin˧˥·,jji̞n̚˧˥·,jin˧˥·,jin˧˥·,in˧˥·,in˧˥·,iɪⁿ˧˥·,jin˧˥·,jin˧˥·,in˧˥·
18900,赺,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18901,縯,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18902,尹,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18903,引,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18904,吲,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18905,饮,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18906,饮,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18907,蚓,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18908,隐,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18909,淾,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18910,釿,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18911,鈏,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18912,飲,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18913,隠,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18914,靷,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18915,飮,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18916,朄,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18917,趛,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18918,檃,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18919,瘾,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18920,隱,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18921,嶾,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18922,濥,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18923,蘟,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18924,癮,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18925,讔,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18926,輑,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18927,櫽,3,yin,ȋ̞ɹ̩̃˨˩̰·,jin˨˩˦·,jji̞n̚˨˩˦·,jin˨˩˧·,jin˨˩˧·,in˨˩˦·,in˨˩˦·,iɪⁿ˨˩˦·,jin˨˩˦·,jin˨˩˦·,in˨˩˦·
18928,堷,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18929,梀,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18930,隂,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18931,印,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18932,茚,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18933,洕,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18934,胤,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18935,垽,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18936,湚,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18937,猌,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18938,廕,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18939,酳,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18940,慭,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18941,癊,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18942,憖,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18943,憗,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18944,懚,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18945,檼,4,yin,ȋ̞ɹ̩̃˥˧·,jin˥˩·,jji̞n̚˥˩·,jin˥˩·,jin˥˩·,in˥˩·,in˥˩·,iɪⁿ˥˩·,jin˥˩·,jin˥˩·,in˥˩·
18946,韹,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
18947,焽,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
18948,旲,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
18949,应,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
18950,应,0,ying,jɘ̯ɯ̃0·,jiŋ0·,jjɪŋ̚0·,jiŋ0·,jiŋ0·,iŋ0·,iŋ0·,iɪᵑ0·,jiəŋ0·,jiŋ0·,iᵊŋ0·
18951,应,4,ying,jɘ̯ɯ̃˥˧·,jiŋ˥˩·,jjɪŋ̚˥˩·,jiŋ˥˩·,jiŋ˥˩·,iŋ˥˩·,iŋ˥˩·,iɪᵑ˥˩·,jiəŋ˥˩·,jiŋ˥˩·,iᵊŋ˥˩·
18952,応,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
18953,英,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
18954,偀,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
18955,桜,1,ying,jɘ̯ɯ̃˥·,jiŋ˥·,jjɪŋ̚˥·,jiŋ˥·,jiŋ˥·,iŋ˥·,iŋ˥·,iɪᵑ˥·,jiəŋ˥·,jiŋ˥·,iᵊŋ˥·
